Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2XVHVNrfeITZa9Dj9t9gc3,"Hurricane","I Walked With You A Ways","Plains,Waxahatchee",2022-10-14,214653,35,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:04:22Z,"alt country,americana,chamber pop","Anti/Epitaph",0.666,0.397,0,-6.835,1,0.026,0.516,0.0000219,0.099,0.105,98.004,4
6ZUZ33Hz83h6szgf56gzJx,"LIFE ON EARTH","LIFE ON EARTH","Hurray For The Riff Raff",2022-02-18,346453,19,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:06:07Z,"americana,alt country","Nonesuch",0.228,0.109,7,-12.748,1,0.0362,0.96,0.00581,0.0848,0.0708,169.181,5
6uvh0In7u1Xn4HgxOfAn8O,"Matilda","Harry's House","Harry Styles",2022-05-20,245964,74,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:08:56Z,"","Columbia",0.507,0.294,2,-10,1,0.04,0.896,0.0000197,0.0966,0.386,114.199,4
3XqP0HAPdDN3Lkdoufds20,"Selfish Soul","Natural Brown Prom Queen","Sudan Archives",2022-09-09,142666,43,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:11:20Z,"alternative r&b","Stones Throw Records",0.677,0.551,7,-7.963,1,0.0293,0.0206,0.269,0.088,0.246,106.954,4
0nys6GusuHnjSYLW0PYYb7,"Chaise Longue","Wet Leg","Wet Leg",2022-04-08,196905,55,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:12:48Z,"indie rock,indie","Domino Recording Co",0.684,0.749,7,-6.565,1,0.06,0.00135,0.111,0.141,0.935,160.021,4
3drdWsJKiVCSQ2gKhd9BDT,"Savior","Mr. Morale & The Big Steppers","Kendrick Lamar,Baby Keem,Sam Dew",2022-05-13,224466,63,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:15:18Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.605,0.692,8,-7.45,1,0.446,0.495,0,0.303,0.685,124.84,5
7v5SMNpbt9eaO7dFHGoXLZ,"Expert In A Dying Field","Expert In A Dying Field","The Beths",2022-09-16,251213,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:16:39Z,"indie rock,power pop","Carpark Records",0.455,0.42,1,-10.144,1,0.0326,0.108,0.000281,0.0988,0.386,137.456,4
4BwEWq5Ylbxguz6cjfn7k9,"Genesis","And I Have Been","Benjamin Clementine",2022-10-28,148369,26,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:20:53Z,"art pop","Preserve Artists",0.492,0.29,5,-7.644,0,0.0315,0.819,0,0.0946,0.412,115.923,3
1dp8aQANyTRKssDeAYPiZe,"Scrape It Off (feat. Lil Uzi Vert & Don Toliver)","It's Almost Dry","Pusha T,Lil Uzi Vert,Don Toliver",2022-04-22,152612,50,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:19:40Z,"melodic rap","Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",0.594,0.679,7,-3.702,1,0.345,0.484,0.00000783,0.114,0.66,106.726,5
0xSn8K45u9yOIDZysjwz20,"Season of the Shark","10","Say Sue Me",2022-10-10,278560,14,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:21:57Z,"dream pop,jangle pop","Damnably",0.317,0.829,8,-6.211,1,0.0395,0.00204,0.151,0.238,0.481,154.985,4
2yviJJKHUYJs36A9zRXSHn,"You Sure Can Kill A Sunday, Part II","I Just Want To Be Wild For You","MAITA",2022-02-18,227773,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:23:48Z,"","Kill Rock Stars",0.584,0.42,4,-8.769,1,0.0242,0.883,0.0212,0.123,0.278,81.922,4
0poWGgqNWbiaqonEku9De1,"Floating Garden","Floating Gardens","The Nunnery",2022-01-14,296020,7,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:24:22Z,"","Artstran",0.723,0.434,11,-8.541,1,0.0299,0.836,0.0000145,0.15,0.431,74.268,4
1woxXLV9lVhCL4GedF0WJC,"it won't always be this way","What Else Can She Do","Kaitlin Butts",2022-04-15,267040,22,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:25:19Z,"red dirt,texas country","Kaitlin Butts",0.539,0.496,8,-8.488,0,0.034,0.0613,0.0015,0.0784,0.343,149.935,4
7r71MRE7njMXueDGdorfm7,"Do You Still Have Some Fight In You","Younger At Most Everything","Kyle Morgan",2022-02-25,238906,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:28:28Z,"","Team Love Records",0.498,0.474,11,-8.681,1,0.0238,0.47,0.0000158,0.0853,0.127,96.1,4
4vayOUzHOvFPcLULHDOY6O,"I Love You, Baby","'Til The Stream Runs Dry","Opus Kink",2022-06-17,166200,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:30:35Z,"post-punk","Nice Swan Recordings",0.399,0.942,4,-3.739,1,0.113,0.00629,0.0000237,0.503,0.8,149.661,4
33rByzsJUO2NBx4pftxzMr,"Summer Lightning","Apocalypse Whenever","Bad Suns",2022-01-28,214726,30,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:34:39Z,"","Epitaph",0.562,0.674,9,-5.599,1,0.0342,0.00902,0.000256,0.238,0.581,139.964,4
0hHOIVyywNzkoh1v6RWFb3,"Back To The Radio","Waterslide, Diving Board, Ladder To The Sky","Porridge Radio",2022-05-20,187586,30,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:35:53Z,"","Secretly Canadian",0.447,0.531,8,-5.281,1,0.0299,0.845,0.000477,0.13,0.248,119.762,3
75vW355BVk8wNjOqfrjfjo,"Children of the Empire","And In The Darkness, Hearts Aglow","Weyes Blood",2022-11-18,363520,38,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:37:12Z,"art pop,baroque pop,chamber pop","Sub Pop Records",0.354,0.478,10,-8.49,0,0.028,0.501,0.00806,0.149,0.0627,111.857,4
1t7WfCStM6zgIHWF3koej7,"No Gold Teeth","Cheat Codes","Danger Mouse,Black Thought",2022-08-12,153600,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T02:38:38Z,"east coast hip hop","BMG Rights Management (UK) Limited",0.484,0.657,6,-8.099,1,0.155,0.11,0.00000593,0.135,0.739,113.986,5
1VSnAypC094ySYAVR8DdzJ,"KIOSK","DRILL MUSIC IN ZION","Lupe Fiasco",2022-06-24,222466,26,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T03:04:55Z,"","1st and 15th too",0.499,0.404,0,-11.084,0,0.195,0.905,0.000217,0.252,0.605,86.247,4
3lRh3BAgwNXBJ6tjtvc6ZF,"Body","You Can’t Kill Me","070 Shake,Christine and the Queens",2022-06-03,210475,36,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T03:11:13Z,"art pop,french pop","Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",0.465,0.493,10,-7.172,0,0.0286,0.206,0.00000125,0.0687,0.311,79.955,4
5UzTcF6IsUVFSzNjLPWojm,"Break It Bought It","TILT","Confidence Man",2022-04-01,222866,17,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:13:02Z,"","Heavenly Recordings",0.804,0.884,7,-9.024,1,0.0419,0.0046,0.0271,0.305,0.79,120.011,4
1K2Hql13Y6fcOSy2Y15qNm,"Big Time","Big Time","Angel Olsen",2022-06-03,247293,35,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:14:15Z,"","Jagjaguwar",0.292,0.521,10,-5.309,1,0.0363,0.166,0.00124,0.0959,0.306,203.727,3
6wZ9TmyOu98w0NXxgS6lqf,"Waterphone","In Another Life","Seabear",2022-04-01,258053,7,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T16:05:44Z,"indie folk","Morr Music",0.416,0.628,5,-10.239,1,0.032,0.178,0.0152,0.122,0.587,150.03,4
1qbjCGGsZpEq56QgvtJoX7,"Up Granville","From 2 to 3","Peach Pit",2022-03-04,230747,45,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T16:06:43Z,"","Columbia",0.646,0.611,0,-6.516,1,0.0272,0.171,0,0.0634,0.272,109.051,4
0kfq8g9NzF0nZVygVKL4qO,"Lane [Feat. Denzel Curry]","As Above, So Below","Sampa the Great,Denzel Curry,Powers Pleasant",2022-09-09,162360,17,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T16:08:34Z,"punk rap","Loma Vista Recordings",0.662,0.547,5,-5.889,1,0.133,0.668,0.00001,0.104,0.133,124.17,4
5n66WAmKxZjwSGW0PuWTQZ,"Down","Freakout/Release","Hot Chip",2022-08-19,232168,25,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T16:07:24Z,"alternative dance,new rave,indie dance","Domino Recording Co",0.777,0.858,8,-6.472,1,0.0347,0.18,0.000126,0.259,0.929,121.981,4
1dbed5EdgaOkI2yyqe6Oli,"trash bb","Night Blindness","Bathtub Cig",2022-02-02,146000,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:16:55Z,"","bathtub cig",0.663,0.384,2,-10.088,1,0.0414,0.325,0.0102,0.0983,0.499,151.948,4
3tgV19lBdKEaFmjcbWCRYn,"nail biters","even in jest","cheerbleederz",2022-07-27,148453,18,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:17:21Z,"","Alcopop!",0.596,0.913,11,-4.201,1,0.0291,0.0249,0,0.118,0.932,127.803,4
7on0269XdfsCm3mEABt1dZ,"Amberlit Morning","The Spur","Joan Shelley,Bill Callahan",2022-06-24,315094,9,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:17:46Z,"alt country","No Quarter",0.461,0.204,1,-11.524,1,0.0294,0.883,0.00465,0.102,0.198,78.435,4
5B193FbAlH00nBmQTNwuJa,"Peace with the Damage","Woodpecker","deer scout",2022-04-08,266398,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:18:34Z,"","Carpark Records",0.643,0.12,2,-14.543,1,0.0336,0.923,0.0000159,0.155,0.462,138.344,4
3BnDvpeuGOj21Ir2aVEtQo,"Calm Down","Rave & Roses","Rema",2022-03-24,219668,63,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:19:55Z,"afrobeats,afrobeat,afropop","Mavin Records / Jonzing World",0.814,0.789,11,-6.29,1,0.0405,0.365,0.000502,0.137,0.842,107.003,4
0zesU7Cq6UM582kMYC6J3E,"The Otter","Lavender Days","Caamp",2022-06-24,178080,56,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:20:45Z,"indie folk,folk","Mom+Pop",0.488,0.71,8,-7.954,1,0.0368,0.153,0.0000504,0.116,0.231,103.771,4
0ZSufywqfaP880GFYI1VZe,"You Can Have It All","Georgia Gothic","Mattiel",2022-03-18,219600,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:22:17Z,"","ATO Records",0.373,0.729,4,-7.185,0,0.0334,0.000771,0.00000164,0.0729,0.456,152.062,4
3XHVkCin0cQwMv3n1TmJzX,"This Love","Here Is Everything","The Big Moon",2022-10-14,293322,17,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:23:48Z,"","Fiction Records",0.644,0.446,5,-9.352,1,0.0243,0.171,0.0107,0.291,0.467,99.968,4
0DXaXkroE0Kuc9Ca9clOgf,"Cry","Here Goes Nothing!","Adam Melchor",2022-10-21,229960,17,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:24:40Z,"","R&R Digital/Warner Records",0.606,0.555,10,-5.913,1,0.0272,0.239,0.0000105,0.111,0.297,95.955,4
3A0mdJS6ra4RJ9Eidtz2br,"Oxygen","Emotional Creature","Beach Bunny",2022-07-22,190320,44,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:25:23Z,"","Mom+Pop",0.39,0.974,6,-4.21,1,0.0675,0.00015,0.00000306,0.148,0.673,163.967,4
40cmfItbBurYKvUmfDvMJh,"Love Ain't Enough","Everywhere I Used to Be","Mariel Buckley",2022-08-12,248705,4,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:26:43Z,"","Birthday Cake",0.313,0.257,0,-10.903,1,0.0317,0.911,0.00000216,0.0973,0.149,98.745,1
0AwmMHWOVftwCi5hkcNQ5z,"Everything I Know About Love","Everything I Know About Love","Laufey",2022-08-26,209706,54,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:27:33Z,"","Laufey",0.66,0.329,7,-7.44,1,0.0439,0.615,0,0.332,0.513,68.038,4
7tWtyj7MwPbLeolppDYkMw,"Pamela Aniston","Real Rare Whale","Dune Rats",2022-07-29,191480,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:28:19Z,"surf rock,garage rock","BMG Rights Management (Australia) Pty Ltd.",0.32,0.918,7,-2.156,1,0.059,0.000429,0,0.265,0.275,141.942,4
5ZtOg6T7qui1IMSwGh358t,"Love Is Letting Go (feat. Diane Keaton)","Rae","Ashe,Diane Keaton",2022-10-14,154865,48,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:29:19Z,"","Mom+Pop",0.597,0.283,9,-9.468,1,0.0292,0.923,0.00000128,0.121,0.438,88.867,4
2EFiEJ0WdC0zR6NYtoTE1t,"I Was Neon","PRE PLEASURE","Julia Jacklin",2022-08-26,242737,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:29:57Z,"","Polyvinyl Records",0.6,0.788,5,-6.294,1,0.029,0.261,0.00033,0.104,0.414,128.469,4
4rAjzYjTqgJMvlsCouHnLu,"Sudd","Bato Mato","Adwaith",2022-07-01,194181,13,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:31:16Z,"","Libertino Records",0.293,0.744,9,-9.475,1,0.0627,0.0596,0.0046,0.0784,0.382,122.552,4
0ZUXGuLUU4M7RlFNn3IJZI,"Wrecking Force","Early Music","Voxtrot",2022-05-06,285666,19,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:32:27Z,"","Cult Hero Records",0.421,0.975,7,-4.866,1,0.0762,0.0291,0.447,0.086,0.627,147.063,4
1XjRngWSxPoIwXdFHHHi3a,"Noodles","Too Much to Ask","Cheekface",2022-08-02,57400,21,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:34:13Z,"","Cheekface",0.835,0.692,0,-4.083,1,0.046,0.543,0,0.158,0.982,105.017,4
3EwQBvOywfJkP4pvobtvHR,"What You're Thinking","Duality","Luna Li",2022-03-04,208908,25,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:34:52Z,"","In Real Life Music",0.529,0.747,2,-5.788,0,0.0461,0.254,0.0000979,0.187,0.413,116.96,4
6n4HFcjW4QuiLjWVheGSLl,"Also, Roses","Hawaii","Pete Yorn",2022-06-17,202706,7,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:38:57Z,"","Shelly Music",0.613,0.764,7,-5.484,1,0.0261,0.119,0.285,0.173,0.51,127.055,4
32hyjj6HoeylRLJDEwLRPM,"Next to Normal","Second Nature","Lucius",2022-04-08,190964,41,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:39:42Z,"","Mom+Pop",0.853,0.559,2,-5.931,0,0.0364,0.138,0.000222,0.291,0.962,106.998,4
1TDeDFUYHjZKLsO6bzoVg1,"OPEN A WINDOW (feat. Tyler, The Creator)","WHO CARES?","Rex Orange County,Tyler, The Creator",2022-03-11,218586,50,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:40:33Z,"bedroom pop","Rex Orange County",0.541,0.607,2,-7.174,1,0.0482,0.282,0,0.193,0.548,79.974,4
57oPG7bNMxAPDzU1ImuzZM,"Take Time (feat. Tobe Nwigwe)","Untidy Soul","Samm Henshaw,Tobe Nwigwe",2022-01-28,223633,34,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:41:05Z,"christian hip hop","Dorm Seven",0.584,0.607,4,-10.303,1,0.409,0.469,0.0000812,0.236,0.571,131.09,4
3KD4Tdiz6DFlvG2wjL4vBb,"Moire","LOUIE","Kenny Beats",2022-08-31,110226,30,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:42:01Z,"","XL Recordings",0.711,0.637,10,-6.978,0,0.168,0.166,0.871,0.212,0.553,175.072,4
77FDFSrOpaTdRyZHkjTO7s,"Domino","Manticore","Shovels & Rope",2022-02-18,168242,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:44:28Z,"americana,alt country,bluegrass,roots rock","Dualtone Music Group",0.603,0.663,9,-7.357,1,0.132,0.0603,0.000011,0.0995,0.614,164.045,4
2zFhK9bz7wPFFJb76flKxI,"Nervous At Night","Nervous At Night","Charlie Hickey",2022-05-20,254826,15,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:44:46Z,"","Dead Oceans",0.594,0.588,1,-6.757,1,0.0286,0.013,0.00000399,0.121,0.528,120.052,4
5bFCQlmeLTKT25oga5ltiA,"Rubberneckers","Quitters","Christian Lee Hutson",2022-04-01,208911,29,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:45:16Z,"","Anti/Epitaph",0.672,0.562,1,-10.272,1,0.0362,0.499,0.514,0.107,0.726,120.728,4
7eQ9ghu6VnN6HWd8C5PLxT,"i had a dream that you died","grow your hair long if you’re wanting to see something that you can change","Field Medic",2022-10-14,138581,16,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:46:33Z,"","Run For Cover Records",0.718,0.574,4,-10.67,1,0.0337,0.435,0,0.588,0.695,114.919,4
0cXUTt9XSElqTP6sINkDsD,"Pray For Me I Don't Fit In","Pray For Me I Don’t Fit In","Melt Yourself Down",2022-02-25,331040,16,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:47:23Z,"","Decca (UMO)",0.591,0.699,1,-7.068,1,0.0457,0.0113,0.0000194,0.0983,0.352,123.921,4
0hDiE9oQ9bmqSXdP4mSy5o,"Chillin’ In Alaska","High School","Tim Heidecker",2022-06-24,269403,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:48:32Z,"","Spacebomb",0.773,0.562,5,-6.574,1,0.0347,0.476,0.00292,0.104,0.725,133.955,4
3vC1FzGYGsjUDEeZahvaRt,"last july","If I never know you like this again","SOAK",2022-05-20,226320,11,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:49:05Z,"","Rough Trade",0.442,0.755,2,-6.841,1,0.0977,0.00419,0,0.32,0.36,125.06,4
3i4ColsuZEvjeLz63m0jPt,"U&ME","The Dream","alt-J",2022-02-11,198840,45,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:49:48Z,"indie,indie rock","Canvasback/ATL",0.587,0.722,7,-8.332,1,0.0574,0.133,0.00322,0.133,0.294,81.973,4
2dG1cXdbEPKEOyUq96R9xz,"Compromise (feat. Rema)","Playboy","Fireboy DML,Rema",2022-08-04,195939,54,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:50:19Z,"afrobeats,afrobeat,afropop,afroswing,afro soul,alté","YBNL Nation / EMPIRE",0.686,0.736,7,-3.414,0,0.258,0.286,0.00000762,0.0995,0.752,200.07,4
26qGnsef9RyMDCri6QYqHN,"Loser","Happy Now","THICK",2022-08-19,193053,14,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:50:52Z,"","Epitaph",0.56,0.871,5,-4.857,1,0.0304,0.000787,0.00000229,0.096,0.544,109.948,4
3n7XNWctza1hp2Q1l6oNZ3,"In Need of Repair","Things Are Great","Band of Horses",2022-03-04,236600,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:51:10Z,"","BMG Rights Management (US) LLC",0.665,0.619,5,-6.351,1,0.0268,0.0227,0.000448,0.113,0.624,120.049,4
26e6KbP9LVC7kzUD6eSbfm,"Storm Queen","Storm Queen","Grace Cummings",2022-01-14,293354,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:51:47Z,"","ATO Records",0.309,0.295,5,-10.921,1,0.0306,0.905,0.00258,0.11,0.058,112.894,4
0Y9ctMT4o2JxB9oYDFvJFX,"No One Will Dance","Underground Complex No. 1","Typhoon",2022-04-15,235318,7,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:52:34Z,"","Roll Call Records",0.316,0.493,10,-7.583,1,0.0275,0.332,0.0559,0.0908,0.395,95.012,4
49DrfjgOaQykJa9Czynv5y,"Rolling Stone","Hidden Youth","Surfaces",2022-08-26,225356,0,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:53:03Z,"","Surfaces Music / 10K Projects",0.725,0.431,5,-9.025,1,0.0333,0.184,0.0000559,0.108,0.254,94.967,4
1KYj6fNIUl7ESsnDTQhmhK,"Shark Eyes","Smiling Like An Idiot","Sorcha Richardson",2022-09-23,270293,24,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:53:36Z,"","Faction Records",0.495,0.568,5,-8.131,1,0.0347,0.0646,0.0000368,0.102,0.292,117.93,4
1sV2BRXZLplaSwdchKaYNX,"He Needs Me","Fruit","The A's",2022-07-15,200480,22,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:54:09Z,"","Psychic Hotline",0.642,0.091,11,-14.084,1,0.0607,0.901,0,0.182,0.256,83.911,4
5qkZ6PPFjweR2yOKUGUDX3,"Ready to Go","The Hardest Part","Noah Cyrus",2022-09-16,187759,40,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:54:36Z,"","Records/Columbia",0.491,0.655,2,-8.694,1,0.0372,0.0414,0.00000379,0.321,0.446,89.978,4
2Bp2lz31jToHaktMzMS8KD,"Dancing Through The Mental Breakdown","Infinitely Tall","Charlie Burg",2022-08-19,256200,14,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:55:03Z,"","FADER Label",0.679,0.823,4,-4.727,1,0.0483,0.0349,0.0000117,0.147,0.68,129.982,4
3Rn7sCoWM5QzLPdRNj5x6u,"As I Try Not To Fall Apart","As I Try Not To Fall Apart","White Lies",2022-02-18,298680,32,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:55:37Z,"","[PIAS]",0.626,0.78,7,-6.002,0,0.0317,0.085,0.006,0.0861,0.894,116.986,4
2pfV3OaJ3pP2BNrkyom2Ky,"A Different Life","Art Moore","Art Moore",2022-08-05,176626,15,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:57:12Z,"","Anti/Epitaph",0.516,0.401,4,-11.442,1,0.029,0.227,0.897,0.133,0.266,85.949,4
1GSYnmkVu5efbJCMKh6mJJ,"YouYouYou","HARD","Tove Styrke",2022-09-02,183409,21,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T15:58:39Z,"","Milkshake",0.507,0.648,4,-6.726,0,0.0288,0.0096,0,0.413,0.132,97.989,4
31Wi1I3UF0LGBVg76uXfXf,"LL Cool J","Shape Up","Leikeli47",2022-05-13,213840,21,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T16:00:18Z,"","Hardcover/RCA Records",0.803,0.456,1,-7.629,1,0.45,0.168,0.00000915,0.28,0.504,94.812,4
4HQ3DefVbOlGeuJJnK5uyN,"Together","Reviver","Lane 8,Solomon Grey",2022-01-21,240000,20,mmr4r23xnc6oh1c77lysfbqg4,2022-11-26T16:11:28Z,"melodic house,progressive house,deep house","This Never Happened",0.529,0.43,0,-9.948,1,0.0344,0.492,0.538,0.17,0.114,124.099,4
